pos_err_m,heading_err_deg,final_speed_mps,category,start_dist_m,duration_s,min_dist_m,along_err_m,cross_err_m,peak_speed_mps,mean_speed_mps,cmd_speed_mps
1.0367,22.7112,0.3151,path,2.3443,6.8400,0.0070,-1.0277,0.1362,0.3618,0.1970,0.3435
0.0815,5.4751,0.0237,straight,0.6908,6.8800,0.0470,-0.0640,0.0504,0.6743,0.1337,0.0000
1.4911,15.7669,0.3153,path,2.6456,6.9000,0.0098,-1.4427,0.3768,0.5298,0.2266,0.4923
1.1206,7.3465,0.2568,path,0.3280,6.9000,0.0154,-1.0766,0.3112,0.8560,0.3191,0.7701
0.0454,3.8609,0.0498,turn,0.0000,6.9000,0.0000,nan,nan,0.2428,0.0690,0.0000
1.5265,5.5697,0.3574,path,3.4182,6.9000,0.0106,-1.4761,0.3890,0.5542,0.3107,0.5286
0.4068,9.4561,0.0686,combined,1.6170,6.9000,0.4068,-0.3930,0.1051,0.3727,0.1893,0.0000
0.9713,25.4249,0.4373,path,2.8112,6.9200,0.0100,-0.8347,0.4967,0.5417,0.3332,0.5016
0.5588,40.4840,0.2307,path,1.2159,6.9400,0.0065,-0.3017,0.4703,0.4746,0.2256,0.3230
0.7711,18.2807,0.2874,path,1.5762,7.0000,0.0069,-0.6711,0.3796,0.4663,0.2649,0.3448
1.0209,46.7947,0.3547,path,3.0881,7.0000,0.0161,-0.6221,0.8095,1.0172,0.4305,0.8091
1.1004,28.8555,0.2534,path,1.0373,7.0000,0.0156,-0.1675,1.0876,1.0884,0.3195,0.7773
0.3140,9.2968,0.0946,path,0.5486,7.0200,0.0060,0.2050,0.2379,0.4246,0.1582,0.3011
1.0920,37.9231,0.3993,path,1.1051,7.0400,0.0119,-0.8673,0.6634,0.6990,0.1920,0.5982
0.3112,5.4387,0.0747,straight,1.6122,7.0800,0.3112,-0.2863,0.1219,0.7707,0.2077,0.0000
0.8981,1.0285,0.3321,path,2.1085,7.1000,0.0082,-0.8553,0.2738,0.3547,0.2530,0.4085
0.1058,7.8076,0.0500,straight,1.0116,7.1200,0.1058,-0.0961,0.0443,0.4307,0.1476,0.0000
0.8363,7.4396,0.3622,path,2.3940,7.1200,0.0077,-0.8141,0.1915,0.4610,0.2564,0.3846
0.0828,4.4822,0.0267,turn,0.0000,7.1600,0.0000,nan,nan,0.2517,0.0557,0.0000
0.2481,11.7762,0.0643,straight,0.9653,7.2400,0.2477,-0.2377,0.0709,0.4537,0.1154,0.0000
0.0407,0.1064,0.0951,lateral,0.3350,7.2400,0.0255,0.0239,0.0330,0.3982,0.0798,0.0000
0.8230,0.3813,0.3022,path,2.0303,7.2600,0.0076,-0.7711,0.2877,0.5733,0.2143,0.3822
0.1863,6.7506,0.0370,lateral,0.2233,7.2800,0.0898,0.0683,0.1734,0.3482,0.0771,0.0000
0.0650,11.7401,0.0589,turn,0.0000,7.2800,0.0000,nan,nan,0.3218,0.0659,0.0000
1.4018,2.5875,0.4761,path,3.9589,7.2800,0.0110,-1.4012,0.0409,0.6481,0.4533,0.5477
0.0939,8.1899,0.0652,turn,0.0000,7.3200,0.0000,nan,nan,0.3145,0.0698,0.0000
1.4527,26.2907,0.3492,path,2.8765,7.3200,0.0090,-1.3952,0.4045,0.4562,0.2568,0.4477
0.0658,6.1846,0.0402,lateral,0.3257,7.3200,0.0648,-0.0654,0.0076,0.3545,0.0781,0.0000
0.3788,6.1181,0.0810,combined,1.6614,7.3400,0.3788,-0.3711,0.0757,0.4767,0.2189,0.0000
0.1402,0.0719,0.0696,lateral,0.0108,7.3600,0.0108,-0.0399,0.1344,0.3475,0.0743,0.0000
0.3899,15.2875,0.0387,stand,0.0000,7.3800,0.0000,nan,nan,0.4989,0.1023,0.0000
1.0652,43.9298,0.3513,path,3.1649,7.3800,0.0140,-0.7415,0.7647,0.7310,0.4304,0.7025
0.0844,1.1984,0.0346,combined,1.1945,7.3800,0.0844,-0.0807,0.0246,0.5169,0.1746,0.0000
0.3558,1.7626,0.0419,combined,1.9183,7.3800,0.3545,-0.2705,0.2311,0.7241,0.2495,0.0000
0.2503,3.1539,0.0445,combined,2.0448,7.3800,0.2503,-0.2491,0.0245,0.7140,0.2591,0.0000
0.1798,14.0152,0.0803,combined,1.0464,7.4400,0.1734,-0.0052,0.1797,0.5154,0.1878,0.0000
1.1559,3.0724,0.4251,path,2.9964,7.4600,0.0085,-1.1552,0.0405,0.4927,0.2634,0.4233
1.2261,13.9066,0.4033,path,2.3108,7.4800,0.0144,-0.7325,0.9832,0.6888,0.3298,0.7191
0.0694,4.0503,0.1123,straight,0.6565,7.4800,0.0643,-0.0172,0.0672,0.3215,0.1119,0.0000
0.1618,0.7100,0.1064,combined,0.9704,7.4800,0.1583,0.0326,0.1585,0.4231,0.1594,0.0000
1.1864,15.8530,0.3600,path,0.6327,7.5000,0.0136,-0.5886,1.0301,0.7275,0.2931,0.6809
0.1824,0.5954,0.0849,turn,0.0000,7.5200,0.0000,nan,nan,0.3710,0.0692,0.0000
0.9295,15.3208,0.4446,path,2.6242,7.5200,0.0106,-0.5996,0.7103,0.6709,0.3914,0.5291
0.1404,10.7196,0.0525,combined,1.2949,7.6000,0.1404,-0.1290,0.0553,0.5354,0.1774,0.0000
0.0292,1.8757,0.0129,stand,0.0000,7.6200,0.0000,nan,nan,0.2005,0.0382,0.0000
0.0276,2.0074,0.0420,lateral,0.5880,7.6400,0.0211,0.0034,0.0274,0.4035,0.0957,0.0000
