pos_err_m,heading_err_deg,final_speed_mps,category,start_dist_m,duration_s,min_dist_m,along_err_m,cross_err_m
0.2323,3.6205,0.0688,straight,0.8119,6.6800,0.2323,-0.2244,0.0598
0.1480,8.7429,0.0577,straight,0.0141,5.0600,0.0136,-0.0942,0.1141
0.1020,1.1645,0.0435,lateral,0.4270,5.4400,0.1020,-0.0861,0.0547
0.2077,1.4635,0.0639,combined,0.6213,4.0000,0.2027,-0.2024,0.0465
0.0782,2.3481,0.1377,combined,0.9082,5.0600,0.0782,-0.0744,0.0241
0.0136,1.1902,0.0082,stand,0.0000,5.0400,0.0000,nan,nan
0.1040,4.8167,0.0658,lateral,0.5724,5.3000,0.1040,-0.0779,0.0689
0.1165,2.8279,0.0202,turn,0.0000,4.6600,0.0000,nan,nan
0.0838,7.1101,0.1533,lateral,0.2748,4.3800,0.0838,-0.0772,0.0325
0.2719,2.0579,0.0671,lateral,0.5628,5.6400,0.2719,-0.2719,0.0052
0.1589,0.3205,0.0445,combined,0.3578,5.9000,0.1577,-0.1188,0.1056
0.1450,6.1779,0.0981,straight,0.6526,5.9800,0.1450,-0.0963,0.1084
0.1040,6.2715,0.1348,combined,0.7631,6.7400,0.1040,-0.0343,0.0981
0.0293,1.9340,0.0152,stand,0.0000,6.9400,0.0000,nan,nan
0.1514,3.4935,0.0342,combined,0.4607,4.0600,0.1514,-0.1485,0.0298
0.0060,0.3136,0.0389,stand,0.0000,6.6000,0.0000,nan,nan
0.2494,2.3474,0.0699,turn,0.0000,7.2000,0.0000,nan,nan
0.2316,4.2153,0.0291,turn,0.0000,6.9600,0.0000,nan,nan
0.2403,2.3505,0.0546,combined,0.7704,5.5600,0.2403,-0.2376,0.0357
0.2058,6.6093,0.0952,combined,0.9378,7.2600,0.2058,-0.2057,0.0056
0.0113,1.6373,0.0080,stand,0.0000,5.3400,0.0000,nan,nan
0.2466,6.1146,0.0062,combined,0.8005,6.6000,0.2466,-0.1743,0.1744
0.2139,1.7499,0.0394,lateral,0.4205,6.0600,0.2039,-0.2038,0.0650
0.1780,2.2004,0.0198,combined,0.6659,6.3200,0.1777,-0.1124,0.1381
0.0416,1.8630,0.0206,stand,0.0000,4.6600,0.0000,nan,nan
0.0541,10.0747,0.0181,lateral,0.1079,6.5600,0.0498,-0.0211,0.0498
